date,nav
2022-11-23,73.08080
2022-11-22,72.83930
2022-11-21,72.52270
2022-11-18,73.03310
2022-11-17,73.30320
2022-11-16,73.97990
2022-11-15,74.22660
2022-11-14,74.43360
2022-11-11,74.23790
2022-11-10,73.28770
2022-11-09,74.06950
2022-11-07,74.36830
2022-11-04,74.63550
2022-11-03,74.45120
2022-11-02,74.56260
2022-11-01,74.82900
2022-10-31,73.99840
2022-10-28,73.01080
2022-10-27,73.08330
2022-10-25,73.21240
2022-10-21,73.15740
2022-10-20,74.00230
2022-10-19,73.52500
2022-10-18,73.31220
2022-10-17,72.93900
2022-10-14,72.69220
2022-10-13,72.26930
2022-10-12,72.74050
2022-10-11,72.13440
2022-10-10,73.32590
2022-10-07,73.88030
2022-10-06,74.07280
2022-10-04,74.19160
2022-10-03,72.51150
2022-09-30,73.17400
2022-09-29,72.14390
2022-09-28,72.52380
2022-09-27,72.79360
2022-09-26,72.71490
2022-09-23,74.13280
2022-09-22,75.55080
2022-09-21,75.55460
2022-09-20,76.15360
2022-09-19,75.47710
2022-09-16,74.95100
2022-09-15,76.91840
2022-09-14,77.09200
2022-09-13,77.34550
2022-09-12,76.92530
2022-09-09,76.64100
2022-09-08,76.62770
2022-09-07,76.05210
2022-09-06,75.95210
2022-09-05,76.34280
2022-09-02,76.29540
2022-09-01,76.04560
2022-08-30,76.22110
2022-08-29,74.33210
2022-08-26,75.27540
2022-08-25,74.95460
2022-08-24,75.10450
2022-08-23,74.72550
2022-08-22,74.40930
2022-08-19,75.79180
2022-08-18,76.67290
2022-08-17,76.52860
2022-08-16,75.85120
2022-08-12,75.32280
2022-08-11,75.32370
2022-08-10,74.45440
2022-08-08,74.89760
2022-08-05,74.60440
2022-08-04,74.22720
2022-08-03,73.88280
2022-08-02,74.03040
2022-08-01,73.70950
2022-07-29,72.99470
2022-07-28,71.90630
2022-07-27,69.85250
2022-07-26,69.13260
2022-07-25,69.76730
2022-07-22,69.96010
2022-07-21,69.96090
2022-07-20,69.12520
2022-07-19,68.92500
2022-07-18,68.61550
2022-07-15,67.56910
2022-07-14,67.00150
2022-07-13,67.10570
2022-07-12,66.94950
2022-07-11,67.74320
2022-07-08,67.70090
2022-07-07,67.53700
2022-07-06,67.14820
2022-07-05,65.71510
2022-07-04,65.61050
2022-07-01,65.08770
2022-06-30,64.36040
2022-06-29,64.81330
2022-06-28,65.42750
2022-06-27,65.52880
2022-06-24,65.24310
2022-06-23,64.47000
2022-06-22,63.70740
2022-06-21,64.42330
2022-06-20,63.37800
2022-06-17,62.98520
2022-06-16,63.74590
2022-06-15,64.85680
2022-06-14,64.39930
2022-06-13,64.43390
2022-06-10,66.13390
2022-06-09,67.26040
2022-06-08,66.93370
2022-06-07,66.74120
2022-06-06,67.54800
2022-06-03,68.07170
2022-06-02,68.82760
2022-06-01,68.83190
2022-05-31,69.13610
2022-05-30,68.53300
2022-05-27,67.22910
2022-05-26,66.16100
2022-05-25,65.45570
2022-05-24,66.36280
2022-05-23,66.65120
2022-05-20,66.84720
2022-05-19,65.84960
2022-05-18,67.77200
2022-05-17,67.82710
2022-05-16,66.29380
2022-05-13,65.43730
2022-05-12,65.40830
2022-05-11,66.86230
2022-05-10,67.74910
2022-05-09,68.38160
2022-05-06,68.97380
2022-05-05,71.89040
2022-05-04,71.97290
2022-05-02,74.10480
2022-04-29,74.25350
2022-04-28,74.74580
2022-04-27,73.97440
2022-04-26,75.21450
2022-04-25,74.17430
2022-04-22,75.03450
2022-04-21,75.48050
2022-04-20,74.53450
2022-04-19,74.11820
2022-04-18,75.40110
2022-04-13,76.35840
2022-04-12,76.64420
2022-04-11,77.40230
2022-04-08,77.50070
2022-04-07,76.77960
2022-04-06,77.28410
2022-04-05,77.86180
2022-04-04,77.74010
2022-04-01,76.36310
2022-03-31,75.50610
2022-03-30,75.66820
2022-03-29,74.66490
2022-03-28,74.16410
2022-03-25,74.33200
2022-03-24,74.67810
2022-03-23,75.03770
2022-03-22,75.20750
2022-03-21,74.81650
2022-03-17,75.71670
2022-03-16,74.35800
2022-03-15,73.18990
2022-03-14,73.53180
2022-03-11,73.13080
2022-03-10,73.00610
2022-03-09,71.75080
2022-03-08,70.62140
2022-03-07,69.73580
2022-03-04,71.69860
2022-03-03,73.31420
2022-03-02,73.82040
2022-02-28,74.48830
2022-02-25,73.93280
2022-02-24,71.37780
2022-02-23,74.82890
2022-02-22,74.67770
2022-02-21,74.93570
2022-02-18,75.21520
2022-02-17,75.85910
2022-02-16,75.89940
2022-02-15,76.05540
2022-02-14,74.13050
2022-02-11,76.05300
2022-02-10,77.56560
2022-02-09,77.12800
2022-02-08,76.27510
2022-02-07,76.52250
2022-02-04,78.12710
2022-02-03,78.10870
2022-02-02,79.10570
2022-02-01,77.88700
2022-01-31,76.87410
2022-01-28,75.64280
2022-01-27,75.32740
2022-01-25,76.71270
2022-01-24,76.68050
2022-01-21,79.75720
2022-01-20,81.23800
2022-01-19,81.85370
2022-01-18,83.01090
2022-01-17,84.10110
2022-01-14,83.73250
2022-01-13,83.46060
2022-01-12,83.61590
2022-01-11,83.93200
2022-01-10,83.70010
2022-01-07,83.86260
2022-01-06,83.50370
2022-01-05,83.84750
2022-01-04,83.28700
2022-01-03,82.42890
2021-12-31,81.24020
2021-12-30,80.22210
2021-12-29,80.29770
2021-12-28,80.31390
2021-12-27,79.53750
2021-12-24,79.18950
2021-12-23,79.62870
2021-12-22,79.12610
2021-12-21,78.03460
2021-12-20,77.59310
2021-12-17,79.66940
2021-12-16,81.03600
2021-12-15,81.05880
2021-12-14,81.56860
2021-12-13,81.77870
2021-12-10,82.44180
2021-12-09,82.40780
2021-12-08,82.32530
2021-12-07,81.26360
2021-12-06,80.14110
2021-12-03,81.73670
2021-12-02,82.34680
2021-12-01,81.24940
2021-11-30,80.81040
2021-11-29,80.64960
2021-11-26,80.55810
2021-11-25,82.64050
2021-11-24,82.38180
2021-11-23,82.45350
2021-11-22,81.86610
2021-11-18,84.46090
2021-11-17,85.38390
2021-11-16,85.72940
2021-11-15,85.46380
2021-11-12,85.34850
2021-11-11,84.22450
2021-11-10,84.63630
2021-11-09,84.46670
2021-11-08,84.55360
2021-11-03,83.35460
2021-11-02,83.39710
2021-11-01,83.47440
2021-10-29,82.63970
2021-10-28,83.23160
2021-10-27,84.00770
2021-10-26,83.76370
2021-10-25,82.46210
